original_path,old_session,new_session,new_filename,source_type,scenario,primary_class,object_instance_ids,scene_id,capture_group_reason,label_status,review_status
data/raw/P01/S02/P01_S02_MOU_0012.jpg,S02,S01,P01_S01_MOU_0003.jpg,existing_old,basic,mouse,mouse_lab_01,light_lab_table,"Visual audit: light_lab_table background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S01/P01_S01_CUP_0019.jpg,S01,S02,P01_S02_CUP_0001.jpg,existing_old,basic,cup,cup_wood_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S01/P01_S01_CUP_0020.jpg,S01,S02,P01_S02_CUP_0002.jpg,existing_old,basic,cup,cup_wood_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S03/P01_S03_CUP_0011.jpg,S03,S02,P01_S02_CUP_0003.jpg,existing_old,basic,cup,cup_wood_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S03/P01_S03_CUP_0012.jpg,S03,S02,P01_S02_CUP_0004.jpg,existing_old,basic,cup,cup_wood_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S01/P01_S01_HDP_0012.jpg,S01,S02,P01_S02_HDP_0001.jpg,existing_old,basic,headphones,headphones_wood_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S01/P01_S01_HDP_0014.jpg,S01,S02,P01_S02_HDP_0002.jpg,existing_old,basic,headphones,headphones_wood_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S01/P01_S01_HDP_0017.jpg,S01,S02,P01_S02_HDP_0003.jpg,existing_old,basic,headphones,headphones_wood_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S01/P01_S01_HDP_0018.jpg,S01,S02,P01_S02_HDP_0004.jpg,existing_old,basic,headphones,headphones_wood_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S01/P01_S01_HDP_0021.jpg,S01,S02,P01_S02_HDP_0005.jpg,existing_old,basic,headphones,headphones_wood_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S03/P01_S03_HDP_0003.jpg,S03,S02,P01_S02_HDP_0006.jpg,existing_old,basic,headphones,headphones_wood_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S03/P01_S03_HDP_0004.jpg,S03,S02,P01_S02_HDP_0007.jpg,existing_old,basic,headphones,headphones_wood_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S03/P01_S03_HDP_0019.jpg,S03,S02,P01_S02_HDP_0008.jpg,existing_old,basic,headphones,headphones_wood_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S03/P01_S03_LAP_0013.jpg,S03,S02,P01_S02_LAP_0001.jpg,existing_old,basic,laptop,laptop_lenovo_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S01/P01_S01_MIX_0013.jpg,S01,S02,P01_S02_MIX_0001.jpg,existing_old,multi,mixed,mouse_wood_01;cup_wood_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S01/P01_S01_MIX_0015.jpg,S01,S02,P01_S02_MIX_0002.jpg,existing_old,multi,mixed,mouse_wood_01;headphones_wood_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S01/P01_S01_MIX_0016.jpg,S01,S02,P01_S02_MIX_0003.jpg,existing_old,multi,mixed,mouse_wood_01;keyboard_wood_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S02/P01_S02_MIX_0013.jpg,S02,S02,P01_S02_MIX_0004.jpg,existing_old,multi,mixed,mouse_wood_01;headphones_wood_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S02/P01_S02_MIX_0014.jpg,S02,S02,P01_S02_MIX_0005.jpg,existing_old,multi,mixed,mouse_wood_01;keyboard_wood_01;headphones_wood_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S02/P01_S02_MIX_0015.jpg,S02,S02,P01_S02_MIX_0006.jpg,existing_old,multi,mixed,mouse_wood_01;cup_wood_01;headphones_wood_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S02/P01_S02_MIX_0016.jpg,S02,S02,P01_S02_MIX_0007.jpg,existing_old,multi,mixed,mouse_wood_01;laptop_lenovo_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S02/P01_S02_MIX_0017.jpg,S02,S02,P01_S02_MIX_0008.jpg,existing_old,multi,mixed,mouse_wood_01;keyboard_wood_01;cup_wood_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S02/P01_S02_MIX_0018.jpg,S02,S02,P01_S02_MIX_0009.jpg,existing_old,multi,mixed,mouse_wood_01;cup_wood_01;headphones_wood_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S03/P01_S03_KEY_0015.jpg,S03,S02,P01_S02_MIX_0010.jpg,existing_old,multi,mixed,keyboard_wood_01;laptop_lenovo_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S03/P01_S03_LAP_0014.jpg,S03,S02,P01_S02_MIX_0011.jpg,existing_old,multi,mixed,laptop_lenovo_01;headphones_wood_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S03/P01_S03_MIX_0005.jpg,S03,S02,P01_S02_MIX_0012.jpg,existing_old,multi,mixed,mouse_wood_01;headphones_wood_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S03/P01_S03_MIX_0006.jpg,S03,S02,P01_S02_MIX_0013.jpg,existing_old,multi,mixed,mouse_wood_01;keyboard_wood_01;headphones_wood_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S03/P01_S03_MIX_0007.jpg,S03,S02,P01_S02_MIX_0014.jpg,existing_old,multi,mixed,mouse_wood_01;keyboard_wood_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S03/P01_S03_MIX_0008.jpg,S03,S02,P01_S02_MIX_0015.jpg,existing_old,multi,mixed,mouse_wood_01;keyboard_wood_01;cup_wood_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S03/P01_S03_MIX_0009.jpg,S03,S02,P01_S02_MIX_0016.jpg,existing_old,multi,mixed,mouse_wood_01;cup_wood_01;headphones_wood_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S03/P01_S03_MIX_0010.jpg,S03,S02,P01_S02_MIX_0017.jpg,existing_old,multi,mixed,cup_wood_01;headphones_wood_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S03/P01_S03_MIX_0016.jpg,S03,S02,P01_S02_MIX_0018.jpg,existing_old,multi,mixed,mouse_wood_01;keyboard_wood_01;laptop_lenovo_01;cup_wood_01;headphones_wood_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S03/P01_S03_MIX_0017.jpg,S03,S02,P01_S02_MIX_0019.jpg,existing_old,multi,mixed,mouse_wood_01;keyboard_wood_01;laptop_lenovo_01;cup_wood_01;headphones_wood_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S03/P01_S03_MIX_0018.jpg,S03,S02,P01_S02_MIX_0020.jpg,existing_old,multi,mixed,mouse_wood_01;keyboard_wood_01;laptop_lenovo_01;headphones_wood_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S04/P01_S04_KEY_0001.jpg,S04,S02,P01_S02_MIX_0021.jpg,existing_old,multi,mixed,keyboard_wood_01;laptop_lenovo_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S04/P01_S04_MIX_0003.jpg,S04,S02,P01_S02_MIX_0022.jpg,existing_old,multi,mixed,keyboard_wood_01;headphones_wood_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S04/P01_S04_MIX_0004.jpg,S04,S02,P01_S02_MIX_0023.jpg,existing_old,multi,mixed,mouse_wood_01;keyboard_wood_01;laptop_lenovo_01;cup_wood_01;headphones_wood_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S04/P01_S04_MIX_0005.jpg,S04,S02,P01_S02_MIX_0024.jpg,existing_old,multi,mixed,mouse_wood_01;keyboard_wood_01;laptop_lenovo_01;cup_wood_01;headphones_wood_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S04/P01_S04_MIX_0006.jpg,S04,S02,P01_S02_MIX_0025.jpg,existing_old,multi,mixed,mouse_wood_01;cup_wood_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S04/P01_S04_MIX_0007.jpg,S04,S02,P01_S02_MIX_0026.jpg,existing_old,multi,mixed,mouse_wood_01;laptop_lenovo_01;cup_wood_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S04/P01_S04_MIX_0008.jpg,S04,S02,P01_S02_MIX_0027.jpg,existing_old,multi,mixed,mouse_wood_01;laptop_lenovo_01;cup_wood_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S04/P01_S04_MIX_0009.jpg,S04,S02,P01_S02_MIX_0028.jpg,existing_old,multi,mixed,mouse_wood_01;laptop_lenovo_01;cup_wood_01;headphones_wood_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S04/P01_S04_MIX_0010.jpg,S04,S02,P01_S02_MIX_0029.jpg,existing_old,multi,mixed,mouse_wood_01;keyboard_wood_01;laptop_lenovo_01;cup_wood_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S04/P01_S04_MIX_0011.jpg,S04,S02,P01_S02_MIX_0030.jpg,existing_old,multi,mixed,mouse_wood_01;cup_wood_01;headphones_wood_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S04/P01_S04_MIX_0012.jpg,S04,S02,P01_S02_MIX_0031.jpg,existing_old,multi,mixed,keyboard_wood_01;laptop_lenovo_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S04/P01_S04_MIX_0013.jpg,S04,S02,P01_S02_MIX_0032.jpg,existing_old,multi,mixed,mouse_wood_01;keyboard_wood_01;laptop_lenovo_01;headphones_wood_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S04/P01_S04_MIX_0014.jpg,S04,S02,P01_S02_MIX_0033.jpg,existing_old,multi,mixed,mouse_wood_01;laptop_lenovo_01;headphones_wood_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S04/P01_S04_MIX_0015.jpg,S04,S02,P01_S02_MIX_0034.jpg,existing_old,multi,mixed,mouse_wood_01;keyboard_wood_01;laptop_lenovo_01;cup_wood_01;headphones_wood_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S04/P01_S04_MIX_0016.jpg,S04,S02,P01_S02_MIX_0035.jpg,existing_old,multi,mixed,mouse_wood_01;cup_wood_01;headphones_wood_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S04/P01_S04_MIX_0017.jpg,S04,S02,P01_S02_MIX_0036.jpg,existing_old,multi,mixed,mouse_wood_01;laptop_lenovo_01;cup_wood_01;headphones_wood_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S06/ac25ecc08fbfefea8baad76c978a49e8.jpg,S06,S02,P01_S02_MIX_0037.jpg,new_from_old_s06,multi,mixed,keyboard_wood_01;cup_wood_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",manual_reannotation,approved
data/raw/P01/S03/P01_S03_MOU_0001.jpg,S03,S02,P01_S02_MOU_0001.jpg,existing_old,basic,mouse,mouse_wood_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S03/P01_S03_MOU_0002.jpg,S03,S02,P01_S02_MOU_0002.jpg,existing_old,basic,mouse,mouse_wood_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S03/P01_S03_MOU_0022.jpg,S03,S02,P01_S02_MOU_0003.jpg,existing_old,basic,mouse,mouse_wood_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S04/P01_S04_MOU_0002.jpg,S04,S02,P01_S02_MOU_0004.jpg,existing_old,basic,mouse,mouse_wood_01,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S05/P01_S05_NEG_0001.jpg,S05,S02,P01_S02_NEG_0001.jpg,existing_old,negative,negative,,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S05/P01_S05_NEG_0002.jpg,S05,S02,P01_S02_NEG_0002.jpg,existing_old,negative,negative,,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S05/P01_S05_NEG_0003.jpg,S05,S02,P01_S02_NEG_0003.jpg,existing_old,negative,negative,,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S05/P01_S05_NEG_0004.jpg,S05,S02,P01_S02_NEG_0004.jpg,existing_old,negative,negative,,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S05/P01_S05_NEG_0005.jpg,S05,S02,P01_S02_NEG_0005.jpg,existing_old,negative,negative,,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S05/P01_S05_NEG_0006.jpg,S05,S02,P01_S02_NEG_0006.jpg,existing_old,negative,negative,,curved_wood_desk,"Visual audit: curved_wood_desk background, objects, and camera context form one capture group.",reused_visually_checked,approved
data/raw/P01/S06/262caa9c7a97ec0ab3f623c8460ac6e2.jpg,S06,S03,P01_S03_HDP_0001.jpg,new_from_old_s06,basic,headphones,headphones_lenovo_floor_01,floor_tile,"Visual audit: floor_tile background, objects, and camera context form one capture group.",manual_reannotation,approved
data/raw/P01/S06/2347c0379a4047b4edd106386320d3cf.jpg,S06,S03,P01_S03_LAP_0001.jpg,new_from_old_s06,basic,laptop,laptop_lenovo_01,floor_tile,"Visual audit: floor_tile background, objects, and camera context form one capture group.",manual_reannotation,approved
data/raw/P01/S06/25720402ad40ca28bc072ec1fd5c8acd.jpg,S06,S03,P01_S03_LAP_0002.jpg,new_from_old_s06,basic,laptop,laptop_lenovo_01,floor_tile,"Visual audit: floor_tile background, objects, and camera context form one capture group.",manual_reannotation,approved
data/raw/P01/S06/30369bb8428bcc5532ee4084c7f8d5ad.jpg,S06,S03,P01_S03_LAP_0003.jpg,new_from_old_s06,basic,laptop,laptop_lenovo_01,floor_tile,"Visual audit: floor_tile background, objects, and camera context form one capture group.",manual_reannotation,approved
data/raw/P01/S06/63e77d00ff7615130df5b6e0c90c7e91.jpg,S06,S03,P01_S03_LAP_0004.jpg,new_from_old_s06,basic,laptop,laptop_lenovo_01,floor_tile,"Visual audit: floor_tile background, objects, and camera context form one capture group.",manual_reannotation,approved
data/raw/P01/S06/c347d893b6e2351548edad6f2f18bacd.jpg,S06,S03,P01_S03_LAP_0005.jpg,new_from_old_s06,basic,laptop,laptop_lenovo_01,floor_tile,"Visual audit: floor_tile background, objects, and camera context form one capture group.",manual_reannotation,approved
data/raw/P01/S06/070ec69193ffcf6ef778f5053b3ff55a.jpg,S06,S03,P01_S03_MIX_0001.jpg,new_from_old_s06,multi,mixed,laptop_lenovo_01;headphones_lenovo_floor_01,floor_tile,"Visual audit: floor_tile background, objects, and camera context form one capture group.",manual_reannotation,approved
data/raw/P01/S06/182866919097fea3596f20d6095cb60f.jpg,S06,S03,P01_S03_MIX_0002.jpg,new_from_old_s06,multi,mixed,laptop_lenovo_01;headphones_lenovo_floor_01,floor_tile,"Visual audit: floor_tile background, objects, and camera context form one capture group.",manual_reannotation,approved
data/raw/P01/S06/15c1d618223cab16abf21d30acedcfb7.jpg,S06,S04,P01_S04_CUP_0001.jpg,new_from_old_s06,basic,cup,cup_simpsons_01,simpsons_desk,"Visual audit: simpsons_desk background, objects, and camera context form one capture group.",manual_reannotation,approved
data/raw/P01/S06/4b52f9b2d3bbf260db733263069e2bd5.jpg,S06,S04,P01_S04_CUP_0002.jpg,new_from_old_s06,basic,mixed,cup_simpsons_01,simpsons_desk,"Visual audit: simpsons_desk background, objects, and camera context form one capture group.",manual_reannotation,approved
data/raw/P01/S06/55a64229d4b70b14eaeaae8418ef43c8.jpg,S06,S04,P01_S04_CUP_0003.jpg,new_from_old_s06,basic,cup,cup_simpsons_01,simpsons_desk,"Visual audit: simpsons_desk background, objects, and camera context form one capture group.",manual_reannotation,approved
data/raw/P01/S06/f3d6f5085991a685e1ba6dc5be6e36c9.jpg,S06,S04,P01_S04_CUP_0004.jpg,new_from_old_s06,basic,mixed,cup_simpsons_01,simpsons_desk,"Visual audit: simpsons_desk background, objects, and camera context form one capture group.",manual_reannotation,approved
data/raw/P01/S06/8d3289b47cfd62eb6f250d551ae709c9.jpg,S06,S04,P01_S04_HDP_0001.jpg,new_from_old_s06,basic,headphones,headphones_simpsons_01,simpsons_desk,"Visual audit: simpsons_desk background, objects, and camera context form one capture group.",manual_reannotation,approved
data/raw/P01/S06/9a1f8e1aa6cc90036fd74b8500ca3b38.jpg,S06,S04,P01_S04_HDP_0002.jpg,new_from_old_s06,basic,headphones,headphones_simpsons_01,simpsons_desk,"Visual audit: simpsons_desk background, objects, and camera context form one capture group.",manual_reannotation,approved
data/raw/P01/S06/a458f532fd147800cde7936bdab6d914.jpg,S06,S04,P01_S04_HDP_0003.jpg,new_from_old_s06,basic,headphones,headphones_simpsons_01,simpsons_desk,"Visual audit: simpsons_desk background, objects, and camera context form one capture group.",manual_reannotation,approved
data/raw/P01/S06/b150b341062f4d1cce7a9e6a6d6d14ac.jpg,S06,S04,P01_S04_HDP_0004.jpg,new_from_old_s06,basic,headphones,headphones_simpsons_01,simpsons_desk,"Visual audit: simpsons_desk background, objects, and camera context form one capture group.",manual_reannotation,approved
data/raw/P01/S06/dae5116440b5495b96b577e4364c1f0b.jpg,S06,S04,P01_S04_KEY_0001.jpg,new_from_old_s06,basic,keyboard,keyboard_simpsons_01,simpsons_desk,"Visual audit: simpsons_desk background, objects, and camera context form one capture group.",manual_reannotation,approved
